,Start,Away,A-Pts-F,Home,H-Pts-F,Box,OT?,Attend.,Link
21391,7:00p,Houston Rockets,107,Charlotte Hornets,95,Box Score,,"16,270",/boxscores/201702090CHO.html
21392,7:00p,Philadelphia 76ers,112,Orlando Magic,111,Box Score,,"17,829",/boxscores/201702090ORL.html
21393,8:00p,Cleveland Cavaliers,109,Oklahoma City Thunder,118,Box Score,,"18,203",/boxscores/201702090OKC.html
21394,8:30p,Utah Jazz,105,Dallas Mavericks,112,Box Score,OT,"19,883",/boxscores/201702090DAL.html
21395,10:30p,Boston Celtics,120,Portland Trail Blazers,111,Box Score,,"19,393",/boxscores/201702090POR.html
21396,7:30p,Miami Heat,108,Brooklyn Nets,99,Box Score,,"15,382",/boxscores/201702100BRK.html
21397,7:30p,San Antonio Spurs,103,Detroit Pistons,92,Box Score,,"17,222",/boxscores/201702100DET.html
21398,7:30p,Denver Nuggets,131,New York Knicks,123,Box Score,,"19,812",/boxscores/201702100NYK.html
21399,8:00p,Golden State Warriors,122,Memphis Grizzlies,107,Box Score,,"18,119",/boxscores/201702100MEM.html
21400,8:00p,Los Angeles Lakers,122,Milwaukee Bucks,114,Box Score,,"16,380",/boxscores/201702100MIL.html
21401,8:00p,New Orleans Pelicans,122,Minnesota Timberwolves,106,Box Score,,"16,093",/boxscores/201702100MIN.html
21402,8:00p,Indiana Pacers,107,Washington Wizards,112,Box Score,,"19,503",/boxscores/201702100WAS.html
21403,10:30p,Chicago Bulls,97,Phoenix Suns,115,Box Score,,"18,055",/boxscores/201702100PHO.html
21404,10:30p,Atlanta Hawks,107,Sacramento Kings,108,Box Score,,"17,608",/boxscores/201702100SAC.html
21405,5:00p,Los Angeles Clippers,107,Charlotte Hornets,102,Box Score,,"19,483",/boxscores/201702110CHO.html
21406,7:00p,Milwaukee Bucks,116,Indiana Pacers,100,Box Score,,"17,923",/boxscores/201702110IND.html
21407,7:30p,Denver Nuggets,109,Cleveland Cavaliers,125,Box Score,,"20,562",/boxscores/201702110CLE.html
21408,7:30p,Miami Heat,109,Philadelphia 76ers,117,Box Score,,"20,698",/boxscores/201702110PHI.html
21409,8:30p,Golden State Warriors,130,Oklahoma City Thunder,114,Box Score,,"18,203",/boxscores/201702110OKC.html
21410,9:00p,Orlando Magic,80,Dallas Mavericks,112,Box Score,,"20,052",/boxscores/201702110DAL.html
21411,9:00p,Phoenix Suns,102,Houston Rockets,133,Box Score,,"18,055",/boxscores/201702110HOU.html
21412,10:00p,Boston Celtics,112,Utah Jazz,104,Box Score,,"19,911",/boxscores/201702110UTA.html
21413,3:30p,Chicago Bulls,89,Minnesota Timberwolves,117,Box Score,,"19,356",/boxscores/201702120MIN.html
21414,3:30p,San Antonio Spurs,90,New York Knicks,94,Box Score,,"19,812",/boxscores/201702120NYK.html
21415,6:00p,Detroit Pistons,102,Toronto Raptors,101,Box Score,,"19,800",/boxscores/201702120TOR.html
21416,9:00p,New Orleans Pelicans,99,Sacramento Kings,105,Box Score,,"17,608",/boxscores/201702120SAC.html
21417,7:00p,Philadelphia 76ers,105,Charlotte Hornets,99,Box Score,,"15,775",/boxscores/201702130CHO.html
21418,7:00p,San Antonio Spurs,110,Indiana Pacers,106,Box Score,,"15,203",/boxscores/201702130IND.html
21419,7:30p,Memphis Grizzlies,112,Brooklyn Nets,103,Box Score,,"13,597",/boxscores/201702130BRK.html
21420,7:30p,Orlando Magic,116,Miami Heat,107,Box Score,,"19,600",/boxscores/201702130MIA.html
21421,8:00p,Detroit Pistons,89,Milwaukee Bucks,102,Box Score,,"13,397",/boxscores/201702130MIL.html
21422,8:00p,Oklahoma City Thunder,98,Washington Wizards,120,Box Score,,"20,356",/boxscores/201702130WAS.html
21423,8:30p,Boston Celtics,111,Dallas Mavericks,98,Box Score,,"20,159",/boxscores/201702130DAL.html
21424,9:00p,Golden State Warriors,110,Denver Nuggets,132,Box Score,,"19,941",/boxscores/201702130DEN.html
21425,9:00p,New Orleans Pelicans,110,Phoenix Suns,108,Box Score,,"16,321",/boxscores/201702130PHO.html
21426,9:00p,Los Angeles Clippers,88,Utah Jazz,72,Box Score,,"19,521",/boxscores/201702130UTA.html
21427,10:30p,Atlanta Hawks,109,Portland Trail Blazers,104,Box Score,OT,"19,475",/boxscores/201702130POR.html
21428,8:00p,Toronto Raptors,94,Chicago Bulls,105,Box Score,,"21,220",/boxscores/201702140CHI.html
21429,8:00p,Cleveland Cavaliers,116,Minnesota Timberwolves,108,Box Score,,"17,738",/boxscores/201702140MIN.html
21430,10:30p,Sacramento Kings,97,Los Angeles Lakers,96,Box Score,,"19,997",/boxscores/201702140LAL.html
21431,7:00p,Indiana Pacers,104,Cleveland Cavaliers,113,Box Score,,"20,562",/boxscores/201702150CLE.html
21432,7:00p,San Antonio Spurs,107,Orlando Magic,79,Box Score,,"17,101",/boxscores/201702150ORL.html
21433,7:30p,Philadelphia 76ers,108,Boston Celtics,116,Box Score,,"18,624",/boxscores/201702150BOS.html
21434,7:30p,Milwaukee Bucks,129,Brooklyn Nets,125,Box Score,,"16,182",/boxscores/201702150BRK.html
21435,7:30p,Dallas Mavericks,91,Detroit Pistons,98,Box Score,,"13,549",/boxscores/201702150DET.html
21436,7:30p,Charlotte Hornets,85,Toronto Raptors,90,Box Score,,"19,800",/boxscores/201702150TOR.html
21437,8:00p,Miami Heat,117,Houston Rockets,109,Box Score,,"16,967",/boxscores/201702150HOU.html
21438,8:00p,New Orleans Pelicans,95,Memphis Grizzlies,91,Box Score,,"16,145",/boxscores/201702150MEM.html
21439,9:00p,Minnesota Timberwolves,112,Denver Nuggets,99,Box Score,,"13,924",/boxscores/201702150DEN.html
21440,9:00p,Los Angeles Lakers,101,Phoenix Suns,137,Box Score,,"18,055",/boxscores/201702150PHO.html
21441,9:00p,Portland Trail Blazers,88,Utah Jazz,111,Box Score,,"19,590",/boxscores/201702150UTA.html
21442,9:30p,New York Knicks,105,Oklahoma City Thunder,116,Box Score,,"18,203",/boxscores/201702150OKC.html
21443,10:30p,Sacramento Kings,86,Golden State Warriors,109,Box Score,,"19,596",/boxscores/201702150GSW.html
21444,10:30p,Atlanta Hawks,84,Los Angeles Clippers,99,Box Score,,"19,060",/boxscores/201702150LAC.html
21445,7:00p,Washington Wizards,111,Indiana Pacers,98,Box Score,,"17,233",/boxscores/201702160IND.html
21446,8:00p,Boston Celtics,103,Chicago Bulls,104,Box Score,,"21,866",/boxscores/201702160CHI.html
21447,7:00p,Portland Trail Blazers,112,Orlando Magic,103,Box Score,,"17,487",/boxscores/201702230ORL.html
21448,7:30p,Charlotte Hornets,108,Detroit Pistons,114,Box Score,OT,"14,913",/boxscores/201702230DET.html
21449,8:00p,New York Knicks,104,Cleveland Cavaliers,119,Box Score,,"20,562",/boxscores/201702230CLE.html
21450,8:00p,Houston Rockets,129,New Orleans Pelicans,99,Box Score,,"18,470",/boxscores/201702230NOP.html
21451,10:30p,Los Angeles Clippers,113,Golden State Warriors,123,Box Score,,"19,596",/boxscores/201702230GSW.html
21452,10:30p,Denver Nuggets,100,Sacramento Kings,116,Box Score,,"17,608",/boxscores/201702230SAC.html
21453,7:00p,Memphis Grizzlies,92,Indiana Pacers,102,Box Score,,"17,923",/boxscores/201702240IND.html
21454,7:00p,Washington Wizards,112,Philadelphia 76ers,120,Box Score,,"19,277",/boxscores/201702240PHI.html
21455,8:00p,Miami Heat,108,Atlanta Hawks,90,Box Score,,"18,122",/boxscores/201702240ATL.html
21456,8:00p,Phoenix Suns,121,Chicago Bulls,128,Box Score,OT,"21,641",/boxscores/201702240CHI.html
21457,8:00p,Utah Jazz,109,Milwaukee Bucks,95,Box Score,,"16,064",/boxscores/201702240MIL.html
21458,8:00p,Dallas Mavericks,84,Minnesota Timberwolves,97,Box Score,,"15,948",/boxscores/201702240MIN.html
21459,8:00p,Los Angeles Lakers,93,Oklahoma City Thunder,110,Box Score,,"18,203",/boxscores/201702240OKC.html
21460,8:00p,Boston Celtics,97,Toronto Raptors,107,Box Score,,"19,800",/boxscores/201702240TOR.html
21461,9:00p,Brooklyn Nets,109,Denver Nuggets,129,Box Score,,"17,143",/boxscores/201702240DEN.html
21462,10:30p,San Antonio Spurs,105,Los Angeles Clippers,97,Box Score,,"19,060",/boxscores/201702240LAC.html
21463,5:00p,Charlotte Hornets,99,Sacramento Kings,85,Box Score,,"17,608",/boxscores/201702250SAC.html
21464,7:00p,Atlanta Hawks,86,Orlando Magic,105,Box Score,,"18,498",/boxscores/201702250ORL.html
21465,7:30p,Philadelphia 76ers,109,New York Knicks,110,Box Score,,"19,812",/boxscores/201702250NYK.html
21466,8:00p,Indiana Pacers,95,Miami Heat,113,Box Score,,"19,600",/boxscores/201702250MIA.html
21467,8:30p,Chicago Bulls,117,Cleveland Cavaliers,99,Box Score,,"20,562",/boxscores/201702250CLE.html
21468,8:30p,New Orleans Pelicans,83,Dallas Mavericks,96,Box Score,,"20,411",/boxscores/201702250DAL.html
21469,9:00p,Minnesota Timberwolves,130,Houston Rockets,142,Box Score,,"18,055",/boxscores/201702250HOU.html
21470,10:30p,Brooklyn Nets,95,Golden State Warriors,112,Box Score,,"19,596",/boxscores/201702250GSW.html
21471,3:30p,San Antonio Spurs,119,Los Angeles Lakers,98,Box Score,,"18,997",/boxscores/201702260LAL.html
21472,3:30p,Phoenix Suns,96,Milwaukee Bucks,100,Box Score,,"16,051",/boxscores/201702260MIL.html
21473,5:00p,Memphis Grizzlies,105,Denver Nuggets,98,Box Score,,"18,024",/boxscores/201702260DEN.html
21474,5:00p,Utah Jazz,102,Washington Wizards,92,Box Score,,"19,648",/boxscores/201702260WAS.html
21475,6:00p,Boston Celtics,104,Detroit Pistons,98,Box Score,,"20,141",/boxscores/201702260DET.html
21476,6:00p,Portland Trail Blazers,106,Toronto Raptors,112,Box Score,,"19,800",/boxscores/201702260TOR.html
21477,7:00p,New Orleans Pelicans,110,Oklahoma City Thunder,118,Box Score,,"18,203",/boxscores/201702260OKC.html
21478,9:30p,Charlotte Hornets,121,Los Angeles Clippers,124,Box Score,OT,"19,060",/boxscores/201702260LAC.html
21479,7:00p,Milwaukee Bucks,95,Cleveland Cavaliers,102,Box Score,,"20,562",/boxscores/201702270CLE.html
21480,7:00p,Toronto Raptors,92,New York Knicks,91,Box Score,,"19,812",/boxscores/201702270NYK.html
21481,7:00p,Golden State Warriors,119,Philadelphia 76ers,108,Box Score,,"20,585",/boxscores/201702270PHI.html
21482,7:30p,Atlanta Hawks,114,Boston Celtics,98,Box Score,,"18,624",/boxscores/201702270BOS.html
21483,8:30p,Miami Heat,89,Dallas Mavericks,96,Box Score,,"19,539",/boxscores/201702270DAL.html
21484,9:30p,Indiana Pacers,117,Houston Rockets,108,Box Score,,"18,055",/boxscores/201702270HOU.html
21485,10:30p,Minnesota Timberwolves,102,Sacramento Kings,88,Box Score,,"17,608",/boxscores/201702270SAC.html
21486,7:00p,Golden State Warriors,108,Washington Wizards,112,Box Score,,"20,356",/boxscores/201702280WAS.html
21487,7:30p,Portland Trail Blazers,113,Detroit Pistons,120,Box Score,OT,"13,502",/boxscores/201702280DET.html
21488,8:00p,Denver Nuggets,125,Chicago Bulls,107,Box Score,,"21,015",/boxscores/201702280CHI.html
21489,8:00p,Phoenix Suns,112,Memphis Grizzlies,130,Box Score,,"15,871",/boxscores/201702280MEM.html
21490,8:00p,Utah Jazz,106,Oklahoma City Thunder,109,Box Score,,"18,203",/boxscores/201702280OKC.html
21491,10:30p,Charlotte Hornets,109,Los Angeles Lakers,104,Box Score,,"18,997",/boxscores/201702280LAL.html
21492,7:00p,New York Knicks,101,Orlando Magic,90,Box Score,,"16,005",/boxscores/201703010ORL.html
21493,7:30p,Dallas Mavericks,95,Atlanta Hawks,100,Box Score,,"12,483",/boxscores/201703010ATL.html
21494,7:30p,Philadelphia 76ers,98,Miami Heat,125,Box Score,,"19,609",/boxscores/201703010MIA.html
21495,7:30p,Washington Wizards,105,Toronto Raptors,96,Box Score,,"19,800",/boxscores/201703010TOR.html
21496,8:00p,Cleveland Cavaliers,99,Boston Celtics,103,Box Score,,"18,624",/boxscores/201703010BOS.html
21497,8:00p,Denver Nuggets,110,Milwaukee Bucks,98,Box Score,,"13,214",/boxscores/201703010MIL.html
21498,8:00p,Detroit Pistons,86,New Orleans Pelicans,109,Box Score,,"14,406",/boxscores/201703010NOP.html
21499,8:30p,Indiana Pacers,99,San Antonio Spurs,100,Box Score,,"18,418",/boxscores/201703010SAS.html
21500,9:00p,Minnesota Timberwolves,107,Utah Jazz,80,Box Score,,"19,127",/boxscores/201703010UTA.html
21501,10:30p,Houston Rockets,122,Los Angeles Clippers,103,Box Score,,"19,060",/boxscores/201703010LAC.html
21502,10:30p,Brooklyn Nets,109,Sacramento Kings,100,Box Score,,"17,608",/boxscores/201703010SAC.html
21503,8:00p,Golden State Warriors,87,Chicago Bulls,94,Box Score,,"22,253",/boxscores/201703020CHI.html
21504,9:00p,Charlotte Hornets,103,Phoenix Suns,120,Box Score,,"16,572",/boxscores/201703020PHO.html
21505,10:30p,Oklahoma City Thunder,109,Portland Trail Blazers,114,Box Score,,"19,875",/boxscores/201703020POR.html
21506,7:00p,Cleveland Cavaliers,135,Atlanta Hawks,130,Box Score,,"18,877",/boxscores/201703030ATL.html
21507,7:00p,Miami Heat,99,Orlando Magic,110,Box Score,,"17,136",/boxscores/201703030ORL.html
21508,7:00p,New York Knicks,102,Philadelphia 76ers,105,Box Score,,"18,518",/boxscores/201703030PHI.html
21509,7:00p,Toronto Raptors,114,Washington Wizards,106,Box Score,,"20,356",/boxscores/201703030WAS.html
21510,8:00p,Los Angeles Clippers,101,Milwaukee Bucks,112,Box Score,,"16,208",/boxscores/201703030MIL.html
21511,8:30p,Memphis Grizzlies,100,Dallas Mavericks,104,Box Score,,"19,480",/boxscores/201703030DAL.html
21512,9:00p,Oklahoma City Thunder,111,Phoenix Suns,118,Box Score,,"18,055",/boxscores/201703030PHO.html
21513,9:00p,Brooklyn Nets,97,Utah Jazz,112,Box Score,,"19,911",/boxscores/201703030UTA.html
21514,9:30p,San Antonio Spurs,101,New Orleans Pelicans,98,Box Score,OT,"17,669",/boxscores/201703030NOP.html
21515,10:30p,Boston Celtics,115,Los Angeles Lakers,95,Box Score,,"18,997",/boxscores/201703030LAL.html
21516,6:00p,Detroit Pistons,136,Philadelphia 76ers,106,Box Score,,"19,523",/boxscores/201703040PHI.html
21517,8:00p,Cleveland Cavaliers,92,Miami Heat,120,Box Score,,"19,600",/boxscores/201703040MIA.html
21518,8:00p,Toronto Raptors,94,Milwaukee Bucks,101,Box Score,,"16,775",/boxscores/201703040MIL.html
21519,8:30p,Los Angeles Clippers,101,Chicago Bulls,91,Box Score,,"22,807",/boxscores/201703040CHI.html
21520,9:00p,Charlotte Hornets,112,Denver Nuggets,102,Box Score,,"14,708",/boxscores/201703040DEN.html
21521,9:00p,Memphis Grizzlies,108,Houston Rockets,123,Box Score,,"18,055",/boxscores/201703040HOU.html
21522,9:00p,Minnesota Timberwolves,90,San Antonio Spurs,97,Box Score,OT,"18,418",/boxscores/201703040SAS.html
21523,10:00p,Brooklyn Nets,116,Portland Trail Blazers,130,Box Score,,"19,638",/boxscores/201703040POR.html
21524,1:00p,Indiana Pacers,97,Atlanta Hawks,96,Box Score,,"15,366",/boxscores/201703050ATL.html
21525,3:30p,Golden State Warriors,112,New York Knicks,105,Box Score,,"19,812",/boxscores/201703050NYK.html
21526,5:00p,Boston Celtics,106,Phoenix Suns,109,Box Score,,"16,790",/boxscores/201703050PHO.html
21527,5:00p,Orlando Magic,114,Washington Wizards,115,Box Score,,"19,195",/boxscores/201703050WAS.html
21528,6:00p,Utah Jazz,110,Sacramento Kings,109,Box Score,OT,"17,608",/boxscores/201703050SAC.html
21529,8:30p,Oklahoma City Thunder,89,Dallas Mavericks,104,Box Score,,"20,232",/boxscores/201703050DAL.html
21530,9:30p,New Orleans Pelicans,105,Los Angeles Lakers,97,Box Score,,"18,997",/boxscores/201703050LAL.html
21531,7:00p,Miami Heat,106,Cleveland Cavaliers,98,Box Score,,"20,562",/boxscores/201703060CLE.html
21532,7:00p,New York Knicks,113,Orlando Magic,105,Box Score,,"16,046",/boxscores/201703060ORL.html
21533,7:00p,Milwaukee Bucks,112,Philadelphia 76ers,98,Box Score,,"18,351",/boxscores/201703060PHI.html
21534,7:30p,Golden State Warriors,119,Atlanta Hawks,111,Box Score,,"18,890",/boxscores/201703060ATL.html
21535,7:30p,Chicago Bulls,95,Detroit Pistons,109,Box Score,,"16,039",/boxscores/201703060DET.html
21536,8:00p,Indiana Pacers,88,Charlotte Hornets,100,Box Score,,"16,387",/boxscores/201703060CHO.html
21537,8:00p,Brooklyn Nets,122,Memphis Grizzlies,109,Box Score,,"15,505",/boxscores/201703060MEM.html
21538,8:30p,Houston Rockets,110,San Antonio Spurs,112,Box Score,,"18,418",/boxscores/201703060SAS.html
21539,9:00p,Sacramento Kings,96,Denver Nuggets,108,Box Score,,"11,614",/boxscores/201703060DEN.html
21540,9:00p,New Orleans Pelicans,83,Utah Jazz,88,Box Score,,"19,649",/boxscores/201703060UTA.html
21541,10:30p,Boston Celtics,102,Los Angeles Clippers,116,Box Score,,"19,283",/boxscores/201703060LAC.html
21542,8:00p,Portland Trail Blazers,126,Oklahoma City Thunder,121,Box Score,,"18,203",/boxscores/201703070OKC.html
21543,8:30p,Los Angeles Lakers,111,Dallas Mavericks,122,Box Score,,"20,484",/boxscores/201703070DAL.html
21544,9:00p,Washington Wizards,131,Phoenix Suns,127,Box Score,,"16,372",/boxscores/201703070PHO.html
21545,7:00p,Chicago Bulls,91,Orlando Magic,98,Box Score,,"16,063",/boxscores/201703080ORL.html
21546,7:30p,Brooklyn Nets,105,Atlanta Hawks,110,Box Score,,"11,931",/boxscores/201703080ATL.html
21547,7:30p,Charlotte Hornets,101,Miami Heat,108,Box Score,,"19,600",/boxscores/201703080MIA.html
21548,8:00p,Utah Jazz,115,Houston Rockets,108,Box Score,,"16,230",/boxscores/201703080HOU.html
21549,8:00p,Detroit Pistons,98,Indiana Pacers,115,Box Score,,"14,353",/boxscores/201703080IND.html
21550,8:00p,New York Knicks,93,Milwaukee Bucks,104,Box Score,,"13,767",/boxscores/201703080MIL.html
21551,8:00p,Los Angeles Clippers,91,Minnesota Timberwolves,107,Box Score,,"14,933",/boxscores/201703080MIN.html
21552,8:00p,Toronto Raptors,94,New Orleans Pelicans,87,Box Score,,"14,543",/boxscores/201703080NOP.html
21553,8:30p,Sacramento Kings,104,San Antonio Spurs,114,Box Score,,"18,418",/boxscores/201703080SAS.html
21554,9:00p,Washington Wizards,123,Denver Nuggets,113,Box Score,,"12,323",/boxscores/201703080DEN.html
21555,10:30p,Boston Celtics,99,Golden State Warriors,86,Box Score,,"19,596",/boxscores/201703080GSW.html
21556,7:30p,Cleveland Cavaliers,101,Detroit Pistons,106,Box Score,,"19,421",/boxscores/201703090DET.html
21557,8:00p,Los Angeles Clippers,114,Memphis Grizzlies,98,Box Score,,"16,642",/boxscores/201703090MEM.html
21558,8:00p,San Antonio Spurs,92,Oklahoma City Thunder,102,Box Score,,"18,203",/boxscores/201703090OKC.html
21559,10:00p,Philadelphia 76ers,108,Portland Trail Blazers,114,Box Score,OT,"19,240",/boxscores/201703090POR.html
21560,10:30p,Los Angeles Lakers,122,Phoenix Suns,110,Box Score,,"17,552",/boxscores/201703090PHO.html
21561,7:00p,Orlando Magic,81,Charlotte Hornets,121,Box Score,,"17,444",/boxscores/201703100CHO.html
21562,8:00p,Toronto Raptors,99,Atlanta Hawks,105,Box Score,,"16,078",/boxscores/201703100ATL.html
21563,8:00p,Houston Rockets,115,Chicago Bulls,94,Box Score,,"21,995",/boxscores/201703100CHI.html
21564,8:00p,Indiana Pacers,85,Milwaukee Bucks,99,Box Score,,"16,177",/boxscores/201703100MIL.html
21565,8:00p,Golden State Warriors,102,Minnesota Timberwolves,103,Box Score,,"20,412",/boxscores/201703100MIN.html
21566,9:00p,Brooklyn Nets,96,Dallas Mavericks,105,Box Score,,"20,022",/boxscores/201703100DAL.html
21567,9:00p,Boston Celtics,99,Denver Nuggets,119,Box Score,,"17,147",/boxscores/201703100DEN.html
21568,10:30p,Washington Wizards,130,Sacramento Kings,122,Box Score,OT,"17,608",/boxscores/201703100SAC.html
21569,3:00p,Utah Jazz,104,Oklahoma City Thunder,112,Box Score,,"18,203",/boxscores/201703110OKC.html
21570,3:30p,Philadelphia 76ers,100,Los Angeles Clippers,112,Box Score,,"19,060",/boxscores/201703110LAC.html
21571,5:00p,New York Knicks,92,Detroit Pistons,112,Box Score,,"19,607",/boxscores/201703110DET.html
21572,7:00p,New Orleans Pelicans,125,Charlotte Hornets,122,Box Score,OT,"18,196",/boxscores/201703110CHO.html
21573,7:00p,Cleveland Cavaliers,116,Orlando Magic,104,Box Score,,"18,846",/boxscores/201703110ORL.html
21574,8:00p,Toronto Raptors,89,Miami Heat,104,Box Score,,"19,745",/boxscores/201703110MIA.html
21575,8:00p,Minnesota Timberwolves,95,Milwaukee Bucks,102,Box Score,,"18,717",/boxscores/201703110MIL.html
21576,8:30p,Golden State Warriors,85,San Antonio Spurs,107,Box Score,,"18,418",/boxscores/201703110SAS.html
21577,9:00p,Phoenix Suns,100,Dallas Mavericks,98,Box Score,,"20,324",/boxscores/201703110DAL.html
21578,9:00p,Atlanta Hawks,107,Memphis Grizzlies,90,Box Score,,"17,523",/boxscores/201703110MEM.html
21579,10:00p,Washington Wizards,125,Portland Trail Blazers,124,Box Score,OT,"19,482",/boxscores/201703110POR.html
21580,10:30p,Denver Nuggets,105,Sacramento Kings,92,Box Score,,"17,608",/boxscores/201703110SAC.html
21581,3:30p,Chicago Bulls,80,Boston Celtics,100,Box Score,,"18,624",/boxscores/201703120BOS.html
21582,6:00p,New York Knicks,112,Brooklyn Nets,120,Box Score,,"17,732",/boxscores/201703120BRK.html
21583,6:00p,Miami Heat,98,Indiana Pacers,102,Box Score,,"17,923",/boxscores/201703120IND.html
21584,9:00p,Cleveland Cavaliers,112,Houston Rockets,117,Box Score,,"18,055",/boxscores/201703120HOU.html
21585,9:00p,Portland Trail Blazers,110,Phoenix Suns,101,Box Score,,"16,664",/boxscores/201703120PHO.html
21586,9:30p,Philadelphia 76ers,118,Los Angeles Lakers,116,Box Score,,"18,997",/boxscores/201703120LAL.html
21587,7:00p,Chicago Bulls,115,Charlotte Hornets,109,Box Score,,"16,489",/boxscores/201703130CHO.html
21588,7:30p,Dallas Mavericks,78,Toronto Raptors,100,Box Score,,"19,800",/boxscores/201703130TOR.html
21589,8:00p,Milwaukee Bucks,93,Memphis Grizzlies,113,Box Score,,"16,770",/boxscores/201703130MEM.html
21590,8:00p,Washington Wizards,104,Minnesota Timberwolves,119,Box Score,,"15,747",/boxscores/201703130MIN.html
21591,8:00p,Atlanta Hawks,99,San Antonio Spurs,107,Box Score,,"18,418",/boxscores/201703130SAS.html
21592,9:00p,Los Angeles Clippers,108,Utah Jazz,114,Box Score,,"19,911",/boxscores/201703130UTA.html
21593,10:30p,Los Angeles Lakers,101,Denver Nuggets,129,Box Score,,"17,344",/boxscores/201703130DEN.html
21594,10:30p,Orlando Magic,115,Sacramento Kings,120,Box Score,,"17,608",/boxscores/201703130SAC.html
21595,7:00p,Detroit Pistons,96,Cleveland Cavaliers,128,Box Score,,"20,562",/boxscores/201703140CLE.html
21596,7:30p,Oklahoma City Thunder,122,Brooklyn Nets,104,Box Score,,"13,911",/boxscores/201703140BRK.html
21597,7:30p,Indiana Pacers,81,New York Knicks,87,Box Score,,"18,261",/boxscores/201703140NYK.html
21598,8:00p,Portland Trail Blazers,77,New Orleans Pelicans,100,Box Score,,"15,530",/boxscores/201703140NOP.html
21599,10:30p,Philadelphia 76ers,104,Golden State Warriors,106,Box Score,,"19,596",/boxscores/201703140GSW.html
21600,7:00p,Charlotte Hornets,77,Indiana Pacers,98,Box Score,,"14,169",/boxscores/201703150IND.html
21601,7:00p,Dallas Mavericks,112,Washington Wizards,107,Box Score,,"17,844",/boxscores/201703150WAS.html
21602,7:30p,Minnesota Timberwolves,104,Boston Celtics,117,Box Score,,"18,624",/boxscores/201703150BOS.html
21603,7:30p,Utah Jazz,97,Detroit Pistons,83,Box Score,,"14,033",/boxscores/201703150DET.html
21604,7:30p,New Orleans Pelicans,112,Miami Heat,120,Box Score,,"19,678",/boxscores/201703150MIA.html
21605,8:00p,Memphis Grizzlies,98,Chicago Bulls,91,Box Score,,"21,583",/boxscores/201703150CHI.html
21606,8:00p,Los Angeles Lakers,100,Houston Rockets,139,Box Score,,"18,055",/boxscores/201703150HOU.html
21607,8:00p,Portland Trail Blazers,110,San Antonio Spurs,106,Box Score,,"18,418",/boxscores/201703150SAS.html
21608,10:00p,Sacramento Kings,107,Phoenix Suns,101,Box Score,,"17,196",/boxscores/201703150PHO.html
21609,10:30p,Milwaukee Bucks,97,Los Angeles Clippers,96,Box Score,,"19,060",/boxscores/201703150LAC.html
21610,7:00p,Utah Jazz,83,Cleveland Cavaliers,91,Box Score,,"20,562",/boxscores/201703160CLE.html
21611,7:00p,Oklahoma City Thunder,123,Toronto Raptors,102,Box Score,,"19,800",/boxscores/201703160TOR.html
21612,7:30p,Memphis Grizzlies,103,Atlanta Hawks,91,Box Score,,"17,063",/boxscores/201703160ATL.html
21613,7:30p,Brooklyn Nets,121,New York Knicks,110,Box Score,,"19,812",/boxscores/201703160NYK.html
21614,9:00p,Los Angeles Clippers,114,Denver Nuggets,129,Box Score,,"14,179",/boxscores/201703160DEN.html
21615,10:30p,Orlando Magic,92,Golden State Warriors,122,Box Score,,"19,596",/boxscores/201703160GSW.html
21616,7:00p,Dallas Mavericks,74,Philadelphia 76ers,116,Box Score,,"17,642",/boxscores/201703170PHI.html
21617,7:00p,Chicago Bulls,107,Washington Wizards,112,Box Score,,"20,356",/boxscores/201703170WAS.html
21618,7:30p,Boston Celtics,98,Brooklyn Nets,95,Box Score,,"17,732",/boxscores/201703170BRK.html
21619,7:30p,Toronto Raptors,87,Detroit Pistons,75,Box Score,,"16,541",/boxscores/201703170DET.html
21620,8:00p,Minnesota Timberwolves,105,Miami Heat,123,Box Score,,"19,600",/boxscores/201703170MIA.html
21621,8:00p,Houston Rockets,112,New Orleans Pelicans,128,Box Score,,"17,972",/boxscores/201703170NOP.html
21622,10:00p,Orlando Magic,109,Phoenix Suns,103,Box Score,,"16,880",/boxscores/201703170PHO.html
21623,10:30p,Milwaukee Bucks,107,Los Angeles Lakers,103,Box Score,,"18,997",/boxscores/201703170LAL.html
21624,3:00p,Sacramento Kings,94,Oklahoma City Thunder,110,Box Score,,"18,203",/boxscores/201703180OKC.html
21625,6:00p,Portland Trail Blazers,113,Atlanta Hawks,97,Box Score,,"16,543",/boxscores/201703180ATL.html
21626,7:00p,Washington Wizards,93,Charlotte Hornets,98,Box Score,,"19,361",/boxscores/201703180CHO.html
21627,8:30p,Cleveland Cavaliers,78,Los Angeles Clippers,108,Box Score,,"19,379",/boxscores/201703180LAC.html
21628,9:00p,Utah Jazz,86,Chicago Bulls,95,Box Score,,"21,953",/boxscores/201703180CHI.html
21629,9:00p,San Antonio Spurs,96,Memphis Grizzlies,104,Box Score,,"18,119",/boxscores/201703180MEM.html
21630,9:30p,Houston Rockets,109,Denver Nuggets,105,Box Score,,"17,512",/boxscores/201703180DEN.html
21631,10:30p,Milwaukee Bucks,92,Golden State Warriors,117,Box Score,,"19,596",/boxscores/201703180GSW.html
21632,12:00p,Dallas Mavericks,111,Brooklyn Nets,104,Box Score,,"14,045",/boxscores/201703190BRK.html
21633,1:00p,Boston Celtics,99,Philadelphia 76ers,105,Box Score,,"19,446",/boxscores/201703190PHI.html
