,Start,Away,A-Pts-F,Home,H-Pts-F,Box,OT?,Attend.,Link
21634,4:30p,Phoenix Suns,95,Detroit Pistons,112,Box Score,,"19,588",/boxscores/201703190DET.html
21635,6:00p,Portland Trail Blazers,115,Miami Heat,104,Box Score,,"19,600",/boxscores/201703190MIA.html
21636,6:00p,Minnesota Timberwolves,109,New Orleans Pelicans,123,Box Score,,"16,111",/boxscores/201703190NOP.html
21637,6:00p,Indiana Pacers,91,Toronto Raptors,116,Box Score,,"19,800",/boxscores/201703190TOR.html
21638,7:00p,Sacramento Kings,102,San Antonio Spurs,118,Box Score,,"18,418",/boxscores/201703190SAS.html
21639,9:30p,Cleveland Cavaliers,125,Los Angeles Lakers,120,Box Score,,"18,997",/boxscores/201703190LAL.html
21640,7:00p,Atlanta Hawks,90,Charlotte Hornets,105,Box Score,,"14,278",/boxscores/201703200CHO.html
21641,7:00p,Utah Jazz,100,Indiana Pacers,107,Box Score,,"15,458",/boxscores/201703200IND.html
21642,7:00p,Philadelphia 76ers,109,Orlando Magic,112,Box Score,OT,"16,236",/boxscores/201703200ORL.html
21643,7:30p,Washington Wizards,102,Boston Celtics,110,Box Score,,"18,624",/boxscores/201703200BOS.html
21644,8:00p,Denver Nuggets,124,Houston Rockets,125,Box Score,,"16,080",/boxscores/201703200HOU.html
21645,8:00p,Golden State Warriors,111,Oklahoma City Thunder,95,Box Score,,"18,203",/boxscores/201703200OKC.html
21646,10:30p,New York Knicks,105,Los Angeles Clippers,114,Box Score,,"19,060",/boxscores/201703200LAC.html
21647,7:00p,Chicago Bulls,120,Toronto Raptors,122,Box Score,OT,"19,800",/boxscores/201703210TOR.html
21648,7:30p,Detroit Pistons,96,Brooklyn Nets,98,Box Score,,"14,343",/boxscores/201703210BRK.html
21649,7:30p,Phoenix Suns,97,Miami Heat,112,Box Score,,"19,600",/boxscores/201703210MIA.html
21650,8:00p,Memphis Grizzlies,82,New Orleans Pelicans,95,Box Score,,"15,973",/boxscores/201703210NOP.html
21651,8:30p,Golden State Warriors,112,Dallas Mavericks,87,Box Score,,"20,453",/boxscores/201703210DAL.html
21652,9:30p,San Antonio Spurs,100,Minnesota Timberwolves,93,Box Score,,"13,742",/boxscores/201703210MIN.html
21653,10:00p,Milwaukee Bucks,93,Portland Trail Blazers,90,Box Score,,"19,525",/boxscores/201703210POR.html
21654,10:30p,Los Angeles Clippers,133,Los Angeles Lakers,109,Box Score,,"18,724",/boxscores/201703210LAL.html
21655,7:00p,Charlotte Hornets,109,Orlando Magic,102,Box Score,,"16,034",/boxscores/201703220ORL.html
21656,7:30p,Indiana Pacers,100,Boston Celtics,109,Box Score,,"18,624",/boxscores/201703220BOS.html
21657,8:00p,Detroit Pistons,95,Chicago Bulls,117,Box Score,,"21,503",/boxscores/201703220CHI.html
21658,8:00p,Philadelphia 76ers,97,Oklahoma City Thunder,122,Box Score,,"18,203",/boxscores/201703220OKC.html
21659,8:00p,Atlanta Hawks,100,Washington Wizards,104,Box Score,,"18,137",/boxscores/201703220WAS.html
21660,9:00p,Cleveland Cavaliers,113,Denver Nuggets,126,Box Score,,"19,718",/boxscores/201703220DEN.html
21661,10:30p,Milwaukee Bucks,116,Sacramento Kings,98,Box Score,,"17,608",/boxscores/201703220SAC.html
21662,10:30p,New York Knicks,101,Utah Jazz,108,Box Score,,"19,911",/boxscores/201703220UTA.html
21663,7:30p,Phoenix Suns,98,Brooklyn Nets,126,Box Score,,"15,141",/boxscores/201703230BRK.html
21664,7:30p,Toronto Raptors,101,Miami Heat,84,Box Score,,"19,745",/boxscores/201703230MIA.html
21665,8:30p,Los Angeles Clippers,95,Dallas Mavericks,97,Box Score,,"19,703",/boxscores/201703230DAL.html
21666,8:30p,Memphis Grizzlies,90,San Antonio Spurs,97,Box Score,,"18,418",/boxscores/201703230SAS.html
21667,10:00p,New York Knicks,95,Portland Trail Blazers,110,Box Score,,"19,020",/boxscores/201703230POR.html
21668,7:00p,Cleveland Cavaliers,112,Charlotte Hornets,105,Box Score,,"19,511",/boxscores/201703240CHO.html
21669,7:00p,Denver Nuggets,125,Indiana Pacers,117,Box Score,,"17,923",/boxscores/201703240IND.html
21670,7:00p,Detroit Pistons,87,Orlando Magic,115,Box Score,,"18,076",/boxscores/201703240ORL.html
21671,7:00p,Brooklyn Nets,108,Washington Wizards,129,Box Score,,"19,616",/boxscores/201703240WAS.html
21672,7:30p,Phoenix Suns,120,Boston Celtics,130,Box Score,,"18,624",/boxscores/201703240BOS.html
21673,8:00p,Philadelphia 76ers,117,Chicago Bulls,107,Box Score,,"21,558",/boxscores/201703240CHI.html
21674,8:00p,New Orleans Pelicans,107,Houston Rockets,117,Box Score,,"18,055",/boxscores/201703240HOU.html
21675,8:00p,Atlanta Hawks,97,Milwaukee Bucks,100,Box Score,,"16,786",/boxscores/201703240MIL.html
21676,10:30p,Sacramento Kings,100,Golden State Warriors,114,Box Score,,"19,596",/boxscores/201703240GSW.html
21677,10:30p,Minnesota Timberwolves,119,Los Angeles Lakers,130,Box Score,OT,"18,997",/boxscores/201703240LAL.html
21678,3:30p,Utah Jazz,95,Los Angeles Clippers,108,Box Score,,"19,060",/boxscores/201703250LAC.html
21679,7:30p,Washington Wizards,127,Cleveland Cavaliers,115,Box Score,,"20,562",/boxscores/201703250CLE.html
21680,8:30p,Toronto Raptors,94,Dallas Mavericks,86,Box Score,,"19,934",/boxscores/201703250DAL.html
21681,8:30p,New York Knicks,98,San Antonio Spurs,106,Box Score,,"18,418",/boxscores/201703250SAS.html
21682,10:00p,Minnesota Timberwolves,100,Portland Trail Blazers,112,Box Score,,"19,580",/boxscores/201703250POR.html
21683,1:00p,Brooklyn Nets,107,Atlanta Hawks,92,Box Score,,"15,921",/boxscores/201703260ATL.html
21684,1:00p,Phoenix Suns,106,Charlotte Hornets,120,Box Score,,"17,292",/boxscores/201703260CHO.html
21685,3:30p,Oklahoma City Thunder,125,Houston Rockets,137,Box Score,,"18,055",/boxscores/201703260HOU.html
21686,3:30p,Sacramento Kings,98,Los Angeles Clippers,97,Box Score,,"19,060",/boxscores/201703260LAC.html
21687,3:30p,Chicago Bulls,109,Milwaukee Bucks,94,Box Score,,"17,669",/boxscores/201703260MIL.html
21688,6:00p,Miami Heat,108,Boston Celtics,112,Box Score,,"18,624",/boxscores/201703260BOS.html
21689,6:00p,Philadelphia 76ers,94,Indiana Pacers,107,Box Score,,"16,467",/boxscores/201703260IND.html
21690,8:00p,New Orleans Pelicans,115,Denver Nuggets,90,Box Score,,"19,850",/boxscores/201703260DEN.html
21691,8:00p,Memphis Grizzlies,94,Golden State Warriors,106,Box Score,,"19,596",/boxscores/201703260GSW.html
21692,9:30p,Portland Trail Blazers,97,Los Angeles Lakers,81,Box Score,,"18,698",/boxscores/201703260LAL.html
21693,7:30p,Detroit Pistons,95,New York Knicks,109,Box Score,,"19,812",/boxscores/201703270NYK.html
21694,7:30p,Orlando Magic,112,Toronto Raptors,131,Box Score,,"19,800",/boxscores/201703270TOR.html
21695,8:00p,Cleveland Cavaliers,74,San Antonio Spurs,103,Box Score,,"18,418",/boxscores/201703270SAS.html
21696,8:30p,Oklahoma City Thunder,92,Dallas Mavericks,91,Box Score,,"19,970",/boxscores/201703270DAL.html
21697,10:30p,Memphis Grizzlies,90,Sacramento Kings,91,Box Score,,"17,608",/boxscores/201703270SAC.html
21698,10:30p,New Orleans Pelicans,100,Utah Jazz,108,Box Score,,"18,924",/boxscores/201703270UTA.html
21699,7:00p,Milwaukee Bucks,118,Charlotte Hornets,108,Box Score,,"16,505",/boxscores/201703280CHO.html
21700,7:00p,Minnesota Timberwolves,115,Indiana Pacers,114,Box Score,,"17,534",/boxscores/201703280IND.html
21701,7:30p,Phoenix Suns,91,Atlanta Hawks,95,Box Score,,"13,412",/boxscores/201703280ATL.html
21702,7:30p,Philadelphia 76ers,106,Brooklyn Nets,101,Box Score,,"15,471",/boxscores/201703280BRK.html
21703,7:30p,Miami Heat,97,Detroit Pistons,96,Box Score,,"17,160",/boxscores/201703280DET.html
21704,8:00p,Golden State Warriors,113,Houston Rockets,106,Box Score,,"18,055",/boxscores/201703280HOU.html
21705,10:00p,Denver Nuggets,113,Portland Trail Blazers,122,Box Score,,"20,003",/boxscores/201703280POR.html
21706,10:30p,Washington Wizards,119,Los Angeles Lakers,108,Box Score,,"18,997",/boxscores/201703280LAL.html
21707,7:00p,Oklahoma City Thunder,114,Orlando Magic,106,Box Score,OT,"18,408",/boxscores/201703290ORL.html
21708,7:00p,Atlanta Hawks,99,Philadelphia 76ers,92,Box Score,,"15,212",/boxscores/201703290PHI.html
21709,7:30p,Milwaukee Bucks,103,Boston Celtics,100,Box Score,,"18,624",/boxscores/201703290BOS.html
21710,7:30p,Miami Heat,105,New York Knicks,88,Box Score,,"19,812",/boxscores/201703290NYK.html
21711,7:30p,Charlotte Hornets,110,Toronto Raptors,106,Box Score,,"19,800",/boxscores/201703290TOR.html
21712,8:00p,Indiana Pacers,97,Memphis Grizzlies,110,Box Score,,"16,367",/boxscores/201703290MEM.html
21713,8:00p,Dallas Mavericks,118,New Orleans Pelicans,121,Box Score,,"16,000",/boxscores/201703290NOP.html
21714,9:30p,Golden State Warriors,110,San Antonio Spurs,98,Box Score,,"18,418",/boxscores/201703290SAS.html
21715,10:30p,Washington Wizards,124,Los Angeles Clippers,133,Box Score,,"19,060",/boxscores/201703290LAC.html
21716,10:30p,Utah Jazz,112,Sacramento Kings,82,Box Score,,"17,608",/boxscores/201703290SAC.html
21717,7:30p,Brooklyn Nets,89,Detroit Pistons,90,Box Score,,"15,804",/boxscores/201703300DET.html
21718,8:00p,Cleveland Cavaliers,93,Chicago Bulls,99,Box Score,,"22,282",/boxscores/201703300CHI.html
21719,8:00p,Los Angeles Lakers,104,Minnesota Timberwolves,119,Box Score,,"18,179",/boxscores/201703300MIN.html
21720,10:00p,Los Angeles Clippers,124,Phoenix Suns,118,Box Score,,"16,736",/boxscores/201703300PHO.html
21721,10:30p,Houston Rockets,107,Portland Trail Blazers,117,Box Score,,"20,049",/boxscores/201703300POR.html
21722,7:00p,Denver Nuggets,114,Charlotte Hornets,122,Box Score,,"18,353",/boxscores/201703310CHO.html
21723,7:00p,Indiana Pacers,100,Toronto Raptors,111,Box Score,,"19,800",/boxscores/201703310TOR.html
21724,7:30p,Orlando Magic,116,Boston Celtics,117,Box Score,,"18,624",/boxscores/201703310BOS.html
21725,7:30p,Philadelphia 76ers,105,Cleveland Cavaliers,122,Box Score,,"20,562",/boxscores/201703310CLE.html
21726,8:00p,Dallas Mavericks,90,Memphis Grizzlies,99,Box Score,,"17,317",/boxscores/201703310MEM.html
21727,8:00p,New York Knicks,98,Miami Heat,94,Box Score,,"19,600",/boxscores/201703310MIA.html
21728,8:00p,Detroit Pistons,105,Milwaukee Bucks,108,Box Score,OT,"18,717",/boxscores/201703310MIL.html
21729,8:00p,Sacramento Kings,89,New Orleans Pelicans,117,Box Score,,"17,304",/boxscores/201703310NOP.html
21730,8:00p,San Antonio Spurs,100,Oklahoma City Thunder,95,Box Score,,"18,203",/boxscores/201703310OKC.html
21731,9:00p,Washington Wizards,88,Utah Jazz,95,Box Score,,"19,911",/boxscores/201703310UTA.html
21732,10:30p,Houston Rockets,98,Golden State Warriors,107,Box Score,,"19,596",/boxscores/201703310GSW.html
21733,3:30p,Los Angeles Lakers,104,Los Angeles Clippers,115,Box Score,,"19,060",/boxscores/201704010LAC.html
21734,5:00p,Atlanta Hawks,104,Chicago Bulls,106,Box Score,,"22,019",/boxscores/201704010CHI.html
21735,6:00p,Orlando Magic,111,Brooklyn Nets,121,Box Score,,"15,976",/boxscores/201704010BRK.html
21736,8:00p,Sacramento Kings,123,Minnesota Timberwolves,117,Box Score,,"18,960",/boxscores/201704010MIN.html
21737,10:00p,Phoenix Suns,117,Portland Trail Blazers,130,Box Score,,"18,915",/boxscores/201704010POR.html
21738,1:00p,Boston Celtics,110,New York Knicks,94,Box Score,,"19,812",/boxscores/201704020NYK.html
21739,3:00p,Charlotte Hornets,113,Oklahoma City Thunder,101,Box Score,,"18,203",/boxscores/201704020OKC.html
21740,3:30p,Memphis Grizzlies,103,Los Angeles Lakers,108,Box Score,,"18,997",/boxscores/201704020LAL.html
21741,3:30p,Dallas Mavericks,109,Milwaukee Bucks,105,Box Score,,"18,717",/boxscores/201704020MIL.html
21742,3:30p,Utah Jazz,103,San Antonio Spurs,109,Box Score,,"18,418",/boxscores/201704020SAS.html
21743,6:00p,Atlanta Hawks,82,Brooklyn Nets,91,Box Score,,"15,040",/boxscores/201704020BRK.html
21744,6:00p,Indiana Pacers,130,Cleveland Cavaliers,135,Box Score,2OT,"20,562",/boxscores/201704020CLE.html
21745,6:00p,Denver Nuggets,116,Miami Heat,113,Box Score,,"19,600",/boxscores/201704020MIA.html
21746,6:00p,Chicago Bulls,117,New Orleans Pelicans,110,Box Score,,"18,306",/boxscores/201704020NOP.html
21747,6:00p,Philadelphia 76ers,105,Toronto Raptors,113,Box Score,,"19,800",/boxscores/201704020TOR.html
21748,8:00p,Washington Wizards,115,Golden State Warriors,139,Box Score,,"19,596",/boxscores/201704020GSW.html
21749,9:00p,Houston Rockets,123,Phoenix Suns,116,Box Score,,"17,378",/boxscores/201704020PHO.html
21750,7:00p,Portland Trail Blazers,109,Minnesota Timberwolves,110,Box Score,,"14,677",/boxscores/201704030MIN.html
21751,7:00p,Orlando Magic,102,Cleveland Cavaliers,122,Box Score,,"20,562",/boxscores/201704040CLE.html
21752,7:00p,Toronto Raptors,90,Indiana Pacers,108,Box Score,,"16,524",/boxscores/201704040IND.html
21753,7:00p,Brooklyn Nets,141,Philadelphia 76ers,118,Box Score,,"14,580",/boxscores/201704040PHI.html
21754,7:00p,Charlotte Hornets,111,Washington Wizards,118,Box Score,,"18,614",/boxscores/201704040WAS.html
21755,8:00p,Denver Nuggets,134,New Orleans Pelicans,131,Box Score,,"16,050",/boxscores/201704040NOP.html
21756,8:00p,Chicago Bulls,91,New York Knicks,100,Box Score,,"19,812",/boxscores/201704040NYK.html
21757,8:00p,Milwaukee Bucks,79,Oklahoma City Thunder,110,Box Score,,"18,203",/boxscores/201704040OKC.html
21758,8:30p,Memphis Grizzlies,89,San Antonio Spurs,95,Box Score,OT,"18,418",/boxscores/201704040SAS.html
21759,9:00p,Portland Trail Blazers,87,Utah Jazz,106,Box Score,,"19,911",/boxscores/201704040UTA.html
21760,10:30p,Minnesota Timberwolves,107,Golden State Warriors,121,Box Score,,"19,596",/boxscores/201704040GSW.html
21761,10:30p,Dallas Mavericks,87,Sacramento Kings,98,Box Score,,"17,608",/boxscores/201704040SAC.html
21762,7:00p,Miami Heat,112,Charlotte Hornets,99,Box Score,,"17,758",/boxscores/201704050CHO.html
21763,7:30p,Toronto Raptors,105,Detroit Pistons,102,Box Score,,"17,578",/boxscores/201704050DET.html
21764,8:00p,Cleveland Cavaliers,114,Boston Celtics,91,Box Score,,"18,624",/boxscores/201704050BOS.html
21765,8:00p,Denver Nuggets,104,Houston Rockets,110,Box Score,,"18,055",/boxscores/201704050HOU.html
21766,8:00p,Oklahoma City Thunder,103,Memphis Grizzlies,100,Box Score,,"17,298",/boxscores/201704050MEM.html
21767,8:30p,Los Angeles Lakers,102,San Antonio Spurs,95,Box Score,,"18,418",/boxscores/201704050SAS.html
21768,10:00p,Golden State Warriors,120,Phoenix Suns,111,Box Score,,"18,055",/boxscores/201704050PHO.html
21769,10:30p,Dallas Mavericks,101,Los Angeles Clippers,112,Box Score,,"19,060",/boxscores/201704050LAC.html
21770,7:00p,Milwaukee Bucks,89,Indiana Pacers,104,Box Score,,"17,010",/boxscores/201704060IND.html
21771,7:00p,Brooklyn Nets,107,Orlando Magic,115,Box Score,,"18,095",/boxscores/201704060ORL.html
21772,7:00p,Chicago Bulls,102,Philadelphia 76ers,90,Box Score,,"15,177",/boxscores/201704060PHI.html
21773,7:30p,Washington Wizards,106,New York Knicks,103,Box Score,,"19,812",/boxscores/201704060NYK.html
21774,8:00p,Boston Celtics,116,Atlanta Hawks,123,Box Score,,"18,688",/boxscores/201704060ATL.html
21775,10:30p,Minnesota Timberwolves,98,Portland Trail Blazers,105,Box Score,,"19,393",/boxscores/201704060POR.html
21776,7:30p,Atlanta Hawks,114,Cleveland Cavaliers,100,Box Score,,"20,562",/boxscores/201704070CLE.html
21777,7:30p,Miami Heat,94,Toronto Raptors,96,Box Score,,"19,800",/boxscores/201704070TOR.html
21778,8:00p,Detroit Pistons,114,Houston Rockets,109,Box Score,,"18,055",/boxscores/201704070HOU.html
21779,8:00p,New York Knicks,88,Memphis Grizzlies,101,Box Score,,"17,631",/boxscores/201704070MEM.html
21780,8:30p,San Antonio Spurs,102,Dallas Mavericks,89,Box Score,,"20,133",/boxscores/201704070DAL.html
21781,9:00p,New Orleans Pelicans,106,Denver Nuggets,122,Box Score,,"16,348",/boxscores/201704070DEN.html
21782,9:00p,Minnesota Timberwolves,113,Utah Jazz,120,Box Score,,"19,911",/boxscores/201704070UTA.html
21783,10:00p,Oklahoma City Thunder,99,Phoenix Suns,120,Box Score,,"18,055",/boxscores/201704070PHO.html
21784,10:30p,Sacramento Kings,94,Los Angeles Lakers,98,Box Score,,"18,997",/boxscores/201704070LAL.html
21785,5:00p,Chicago Bulls,106,Brooklyn Nets,107,Box Score,,"17,732",/boxscores/201704080BRK.html
21786,6:00p,Boston Celtics,121,Charlotte Hornets,114,Box Score,,"19,407",/boxscores/201704080CHO.html
21787,6:00p,Indiana Pacers,127,Orlando Magic,112,Box Score,,"18,846",/boxscores/201704080ORL.html
21788,7:00p,Milwaukee Bucks,90,Philadelphia 76ers,82,Box Score,,"16,301",/boxscores/201704080PHI.html
21789,7:00p,Miami Heat,106,Washington Wizards,103,Box Score,,"20,365",/boxscores/201704080WAS.html
21790,8:30p,Los Angeles Clippers,98,San Antonio Spurs,87,Box Score,,"18,420",/boxscores/201704080SAS.html
21791,10:00p,Utah Jazz,86,Portland Trail Blazers,101,Box Score,,"19,865",/boxscores/201704080POR.html
21792,10:30p,New Orleans Pelicans,101,Golden State Warriors,123,Box Score,,"19,596",/boxscores/201704080GSW.html
21793,12:00p,Toronto Raptors,110,New York Knicks,97,Box Score,,"19,812",/boxscores/201704090NYK.html
21794,3:30p,Cleveland Cavaliers,125,Atlanta Hawks,126,Box Score,OT,"18,835",/boxscores/201704090ATL.html
21795,5:00p,Oklahoma City Thunder,106,Denver Nuggets,105,Box Score,,"19,718",/boxscores/201704090DEN.html
21796,6:00p,Detroit Pistons,103,Memphis Grizzlies,90,Box Score,,"16,521",/boxscores/201704090MEM.html
21797,6:00p,Dallas Mavericks,111,Phoenix Suns,124,Box Score,,"18,055",/boxscores/201704090PHO.html
21798,6:00p,Houston Rockets,135,Sacramento Kings,128,Box Score,,"17,608",/boxscores/201704090SAC.html
21799,9:30p,Minnesota Timberwolves,109,Los Angeles Lakers,110,Box Score,,"18,997",/boxscores/201704090LAL.html
21800,7:00p,Indiana Pacers,120,Philadelphia 76ers,111,Box Score,,"14,622",/boxscores/201704100PHI.html
21801,7:30p,Brooklyn Nets,105,Boston Celtics,114,Box Score,,"18,624",/boxscores/201704100BOS.html
21802,7:30p,Cleveland Cavaliers,121,Miami Heat,124,Box Score,OT,"19,673",/boxscores/201704100MIA.html
21803,8:00p,Orlando Magic,75,Chicago Bulls,122,Box Score,,"21,545",/boxscores/201704100CHI.html
21804,8:00p,Washington Wizards,105,Detroit Pistons,101,Box Score,,"21,012",/boxscores/201704100DET.html
21805,8:00p,Charlotte Hornets,79,Milwaukee Bucks,89,Box Score,,"18,717",/boxscores/201704100MIL.html
21806,10:00p,San Antonio Spurs,98,Portland Trail Blazers,99,Box Score,,"19,393",/boxscores/201704100POR.html
21807,10:30p,Utah Jazz,105,Golden State Warriors,99,Box Score,,"19,596",/boxscores/201704100GSW.html
21808,10:30p,Houston Rockets,96,Los Angeles Clippers,125,Box Score,,"19,163",/boxscores/201704100LAC.html
21809,7:30p,Charlotte Hornets,76,Atlanta Hawks,103,Box Score,,"14,205",/boxscores/201704110ATL.html
21810,8:00p,Oklahoma City Thunder,100,Minnesota Timberwolves,98,Box Score,,"19,356",/boxscores/201704110MIN.html
21811,8:30p,Denver Nuggets,109,Dallas Mavericks,91,Box Score,,"20,333",/boxscores/201704110DAL.html
21812,10:30p,New Orleans Pelicans,96,Los Angeles Lakers,108,Box Score,,"18,997",/boxscores/201704110LAL.html
21813,10:30p,Phoenix Suns,104,Sacramento Kings,129,Box Score,,"17,608",/boxscores/201704110SAC.html
21814,8:00p,Milwaukee Bucks,94,Boston Celtics,112,Box Score,,"18,624",/boxscores/201704120BOS.html
21815,8:00p,Brooklyn Nets,73,Chicago Bulls,112,Box Score,,"21,648",/boxscores/201704120CHI.html
21816,8:00p,Toronto Raptors,98,Cleveland Cavaliers,83,Box Score,,"20,562",/boxscores/201704120CLE.html
21817,8:00p,Minnesota Timberwolves,118,Houston Rockets,123,Box Score,,"18,055",/boxscores/201704120HOU.html
21818,8:00p,Atlanta Hawks,86,Indiana Pacers,104,Box Score,,"17,923",/boxscores/201704120IND.html
21819,8:00p,Dallas Mavericks,100,Memphis Grizzlies,93,Box Score,,"16,274",/boxscores/201704120MEM.html
21820,8:00p,Washington Wizards,102,Miami Heat,110,Box Score,,"19,963",/boxscores/201704120MIA.html
21821,8:00p,Philadelphia 76ers,113,New York Knicks,114,Box Score,,"19,812",/boxscores/201704120NYK.html
21822,8:00p,Denver Nuggets,111,Oklahoma City Thunder,105,Box Score,,"18,203",/boxscores/201704120OKC.html
21823,8:00p,Detroit Pistons,109,Orlando Magic,113,Box Score,,"19,458",/boxscores/201704120ORL.html
21824,9:00p,San Antonio Spurs,97,Utah Jazz,101,Box Score,,"19,911",/boxscores/201704120UTA.html
21825,10:30p,Los Angeles Lakers,94,Golden State Warriors,109,Box Score,,"19,596",/boxscores/201704120GSW.html
21826,10:30p,Sacramento Kings,95,Los Angeles Clippers,115,Box Score,,"19,060",/boxscores/201704120LAC.html
21827,10:30p,New Orleans Pelicans,103,Portland Trail Blazers,100,Box Score,,"19,521",/boxscores/201704120POR.html
21828,3:00p,Indiana Pacers,108,Cleveland Cavaliers,109,Box Score,,"20,562",/boxscores/201704150CLE.html
